"","Factor 1","Factor 2","Factor 3","Factor 4","Factor 5","Factor 6","Factor 7","Factor 8","Factor 9","Factor 10","Factor 11","Factor 12","Factor 13","Factor 14","Factor 15","Factor 16","Factor 17","Factor 18","Factor 19","Factor 20","Factor 21","Factor 22","Factor 23","Factor 24","Factor 25","Factor 26","Factor 27","Factor 28","Factor 29","Factor 30","Factor 31","Factor 32","Factor 33","Factor 34","Factor 35","Factor 36","Factor 37","Factor 38","Factor 39","Factor 40","Factor 41","Factor 42","Factor 43","Factor 44","Factor 45","Factor 46","Factor 47","Factor 48","Factor 49","Factor 50","Factor 51","Factor 52","Factor 53","Factor 54","Factor 55","Factor 56","Factor 57","Factor 58","Factor 59","Factor 60","Factor 61","Factor 62","Factor 63","Factor 64","Factor 65","Factor 66","Factor 67","Factor 68","Factor 69","Factor 70","Factor 71","Factor 72","Factor 73","Factor 74","Factor 75","Factor 76"
"X18738",0.136602228270026,-0.0765765559115442,-0.108064994467494,-0.054231300711382,-0.0909548074465491,0.0973814744120118,-0.0141344877568261,-0.20268518090428,-0.0500418313586091,0.0141349135431545,0.2242188971413,0.0130009435747945,-0.0520520123972031,0.0575372775609501,-0.0431258105589666,-0.0890424539008208,-0.190400231705723,0.0629901318859948,0.0604802589453213,-0.00334181829740637,-0.0656928151362704,-0.0442720291055749,0.108314820350407,0.127434490629248,-0.0737293317306437,-0.106107403808698,-0.00384327347375024,0.112807781038314,0.00502716805045544,0.00409525997313331,-0.157108629958727,0.0725115938200981,0.0100474471570422,0.00213981340848327,-0.149444717193058,-0.0793547499223593,-0.0352818863418241,-0.135996048847839,-0.103328949620417,-0.0249973793060317,-0.0251276294633402,0.162182602459225,0.0554159109847068,-0.216920584469898,0.203094584289046,-0.111392894707828,0.22456113683599,0.233120369115252,-0.0565470788494761,-0.00295731694601661,0.010483852474415,0.0236950070507891,-0.18067392444378,0.349825823510758,-0.0722228929110281,0.110746745681622,-0.0839588610445623,0.085043944494076,-0.0665723056717011,-0.133141816280637,-0.108603642664564,-0.0999529892077492,0.0778159005397728,0.0769283703035894,0.358286008167396,-0.0744982185073894,-0.0648044392280097,-0.0349836921671869,-0.0386171461827795,0.0705480030647037,0.0699153747104416,-0.0338824737203088,0.0289431948317941,-0.00634536859559619,-0.015779214883611,-0.0221548447953671
"X18695",0.06380925051061,-0.194739131822549,-0.128125496456901,-0.169464913305886,-0.132365340966362,0.0215058886033232,0.0788166408510727,0.107593450969651,-0.107822452753149,0.292500933626422,0.0175425567536033,0.0337791468278383,0.0489944919480352,0.232727411987075,0.11158493592519,0.0470558104438797,-0.0526800533279032,0.0937189623476981,-0.0671652636672534,0.0395905532462269,0.162461707865464,-0.10187574370381,0.0575495381852278,-0.0153265635485103,-0.0205962052637706,-0.0817818912850193,0.000539145948164024,-0.279091076635715,0.189299322463493,-0.0558402217775334,0.110930824443674,0.0103739300582987,0.0227017831766979,-0.109290131806332,-0.0625837088446579,-0.104204901499843,0.0131086921447756,-0.0900510593512781,-0.0712543660145993,0.0625482268976851,0.0260635693479763,0.154069424441013,-0.00969717050487572,0.0190988063360098,-0.0107447575030419,-0.100811741018967,-0.108032537924953,-0.0618157636126686,0.0279543703201778,-0.171167726451476,0.0499882256746614,0.0682832104250695,0.152394942899032,-0.0819297497701499,-0.0627484973783102,-0.369057415572519,-0.0303896469820269,0.210262832691771,-0.0871432459761467,-0.141211289598769,-0.170086763261092,0.202899873415839,0.0132614255763235,-0.137251350161293,0.0562252711398754,0.0906528962981716,0.0482095438642861,0.162293638624918,0.00342493208725689,0.072273696344264,-0.0261923326581149,0.0463879062907747,0.00251503901658825,-0.0162270254169493,-0.0130573887197355,0.0103312754973912
"X18615",0.0501281192491401,-0.177330081851283,-0.101348881910022,-0.188934056091111,-0.107872394228107,0.0482089910242401,0.0479094613569675,0.190975765719216,-0.143012659732974,0.186428644061533,0.148457675862821,0.0469877605466524,0.274050738998574,0.172472697112717,0.108845191013834,0.240195578680613,0.125429683042219,-0.0486103423272163,0.0624775586893697,0.0737510555216354,0.198603026507508,-0.0335259438317364,0.0111227672558752,-0.0710679267033347,-0.0425847953749188,-0.05818182397839,0.0678384136274589,-0.0795567448236137,0.188600362023189,0.125551864892247,0.0205147781964211,0.100820790379655,0.056157264982815,-0.0587517352446876,0.0833948581000665,-0.000129270150654288,-0.000869702826097551,0.219050278993074,-0.0412277640350415,-0.0517870985589408,-0.0563215986291142,-0.187542983597182,-0.0472257628015407,-0.0517802038201426,-0.110723535803427,-0.0743246043953728,0.222692460309622,-0.0075887347047928,-0.095314469635064,0.0673671274154916,-0.0683173378938351,0.0273022898881203,-0.112693385044788,-0.0666861841626117,0.0278703427048068,0.384732900756942,0.11368823138459,-0.137745769798628,0.0100004965738695,0.0827661813177886,0.0698902026683215,-0.132023476292632,-0.0165073118172545,0.130738267145993,-0.01514963815771,-0.027655045101481,0.0328745549202148,-0.125236679550617,-0.0387625826512911,0.0294414357593852,0.0414647003070663,-0.0128604257212483,-0.00446937471082047,0.00938701800622632,0.00459669898697627,-0.00207985100415063
"X30941",0.130005414233243,-0.0738356082410511,0.0359503580507141,-0.0523585147797503,-0.126005392511765,-0.180257810385399,-0.066909217463189,-0.0130680995553726,-0.130852578580417,0.059896381868864,0.133560569437053,0.0164554579848482,-0.21209529774516,-0.165397820126077,0.118193205240515,0.0102752197063073,0.175945045841645,-0.0248805956640922,0.0314547293892509,0.173753221596916,-0.0785874836262453,-0.0114000291622083,-0.202234320072318,0.00522672541554521,0.0419639057688877,0.0462191244095005,0.101302512599981,0.0578797125891974,-0.0141050881469767,0.0225781782460384,0.0522936486269841,0.00596146176614303,-0.00158497274642384,0.020392078342497,0.0915848623961775,-0.000456919546340976,-0.349522973514975,-0.153543090535323,-0.0249895337845049,-0.168870341451569,-0.0273129597893075,0.25688233731831,-0.0451219800478733,0.0304122974155894,0.0245161256437093,-0.0247236191311773,0.167181325912248,0.122681767343339,0.29919983910831,-0.0211999864677659,-0.157642596039145,0.15720128160564,0.0730433239024646,-0.165598054686619,0.0946015796552988,0.0179083691105138,-0.147179895167352,-0.0913554664426914,0.211408602159776,0.0409694904610743,-0.0665740096734427,0.102220012829971,-0.104282807033254,-0.0472004522172587,0.0138194395646637,0.0361572277871382,0.215754237923454,-0.169028050634311,-0.0318734787336277,-0.0516501335422417,0.017326926973431,-0.00916722593842381,-0.00515342930617989,-0.00670067175153291,0.00654690280845884,0.00775780143647506
"X19999",0.0670682063391492,-0.182969918352645,-0.0115485557618845,-0.139536423435173,-0.106752715837784,0.0898232084385656,0.137893815580675,-0.141842749558549,0.185069665237213,-0.197263301671996,-0.0514595464341839,0.0239242944925572,0.115509895140375,-0.175744558497064,0.0217769005432356,-0.0691735990186281,-0.0308391003405737,-0.344208230057948,0.127133515785091,0.10407805406176,-0.0717148417967001,0.041725919299171,0.249919149195529,-0.0226555263577822,0.0611777452079668,0.288064851296714,0.0840874330253009,-0.1082208987192,0.132946259409992,-0.0975376470563557,0.179515520174115,0.0705273094715402,-0.117512782157053,-0.161672510935177,-0.181612740144131,-0.0955027877481782,0.0439749416021284,-0.0763763288477179,0.0113299835165998,-0.0296830802218631,0.0912679442193113,0.015031918701982,-0.0796289459538266,-0.0430906972609733,-0.0919809525731926,0.0205439622840887,-0.01799386468905,-0.0402768448814503,0.00389535010425345,-0.0214485709655692,0.000715012596792445,-0.134727469609824,-0.156266906546005,-0.0889328025314378,-0.0784653843414163,0.0197053218478395,-0.160019992823723,-0.176887505343161,-0.0442311296647155,-0.165050448891999,0.0425765998965574,0.135898404171173,-0.0934539123817193,-0.0231873143544164,-0.0458512584947875,-0.245291398553494,0.108181614575023,-0.000959414011838494,-0.0152129119992375,-0.0227783606661413,0.0545617277702525,-0.0478680456773938,-0.0127713199332996,0.00595215904259283,0.00480577375500103,-0.00115337254622765
"X19429",0.0969385539306133,-0.0607268766435934,0.0363817228569308,0.0502367520900688,0.00670537135787225,0.0633512503231238,-0.072203104747521,-0.0799501580244825,0.344598767612903,-0.160201510848632,-0.0107514348080226,-0.125686616832805,-0.252166115359075,0.304457270233843,0.1058681104596,0.131829751089318,0.000846290137785605,-0.015465741194758,0.0471930078874124,-0.0651357236983142,0.0669693655125292,-0.0719534106230658,0.232783512916911,-0.0209519452752673,0.251473569500091,-0.122864144775704,-0.302378933139887,-0.139184757474065,-0.0814264773855582,0.177503637815477,-0.053228336727477,0.0406282444848437,-0.0946825140955403,-0.0191413977618592,0.0219142708535389,0.0885967860962869,-0.0141495963242568,-0.0637223907770853,-0.0581141873060686,-0.0251711416322005,0.0668360268266926,-0.0543238708615654,-0.029771034160216,0.262021138633126,-0.0145587921232367,-0.113426668701803,0.226730333674876,0.0359219894121435,0.117401512782382,-0.0966782110939323,0.0952355330093099,0.194792178034059,-0.054320198902031,-0.0356450414709693,-0.0720861204198682,-0.0491470824339441,0.102704201657096,-0.151278762720657,0.00664525143944078,-0.0230467134935176,-0.0455806869695094,-0.0807346495383877,0.0149130711784361,-0.034079063434453,-0.0910177886533252,0.0205088865459016,0.0338892246960615,-0.109941296395131,0.0412562171197497,0.0284998265459054,-0.0145882366963394,-0.000887112724676141,-0.00160190494012041,-0.00965366449218294,0.000391509691374285,0.00728233512069116
"X20016",0.0281000185742297,-0.0649412869516365,-0.113606979792754,-0.0065965724956957,0.139583304456323,0.0587701972541949,-0.166100807967352,-0.158939532014995,-0.0196077771744643,-0.324539756711713,-0.19476945552931,-0.0098914011308123,0.103452941164976,0.198230857434486,0.473368154756263,0.167677159165544,-0.149694127577499,-0.0152298855677763,-0.181149924700778,0.263862771178326,0.048775786300508,0.221457116865689,-0.0406832923664154,-0.158275516296986,-0.0319547936955118,-0.0537454393821084,0.0476430787749286,0.103728469680497,-0.0852395894028479,-0.041498435902565,0.0474879510451945,0.00673582763382892,0.121636975369833,0.0606774531827679,0.0796925178296308,-0.122368742198883,-0.134780187312146,0.0373647518497091,-0.0569486695669229,0.135732896406477,0.0697246921096479,0.061847667858732,-0.0249644691540315,-0.115599463865491,-0.134818309193714,-0.0343266596633309,-0.0812210278355242,0.124866707363192,0.0147929577908469,0.00545434648399513,-0.0812808894085502,-0.00782130681896692,-0.084725136662384,0.0954501715223292,0.0656820289690887,-0.0370347093237875,-0.0456933384397346,0.109569395310431,0.0205597074171472,0.121774993744296,0.046587530110837,0.0950573976978576,0.0277222629777392,0.0143760884104673,-0.0273577534906665,-0.00852365500808439,-0.0894851936826158,0.0342192912130603,-0.0202630884885053,-0.047049009979621,0.0172380704590051,-0.015876827454134,-0.00021343469512991,0.00472500930412934,-0.00430009672081199,-0.00245908146357769
"X33515",-0.0433912751190758,0.059424377094009,-0.354278340335709,0.0302824795384003,-0.21333513536084,0.099462683863382,-0.00207229664407781,0.0838584385482126,0.0888472754572934,-0.0353191456618167,-0.0423052876976457,0.0511154487335511,-0.105015999575009,-0.0794149182474398,-0.0210082044465247,0.0985929606132697,0.0600584475906057,0.0027564294764395,-0.13451315679456,-0.0313012884434859,0.0800791427659934,-0.133826850721135,-0.0203863071692244,-0.0295474308256817,0.0826860720413274,-0.121973609932339,-0.0519478004852034,0.157297087404777,-0.044222674434537,-0.0104282664113028,0.0395081142911756,0.0967076819839124,-0.0743730079995148,-0.0833175062213568,-0.0112027143119311,0.0384236977453414,0.121232042515087,0.0482455402979566,0.114695598911672,-0.119882006937252,0.0184900720616721,0.111840437802049,-0.0358707080009974,-0.131517736734437,-0.0129215090377392,0.0472583761423565,-0.079835270864667,-0.0286409129377486,0.0736015342798428,0.0290704386767656,0.0222160684338515,-0.0305050099095324,-0.0685559270683526,-0.0548556587693255,0.0942739643854758,-0.0344967731625797,0.0252514999561193,0.0358752043967531,0.0303685990957436,0.0502002914981399,0.00709980540179026,0.0303918470158525,-0.00400046350061853,0.106335565615639,0.0138344922199922,-0.0102532697211854,0.0217047425214448,0.0346474104761012,0.0813296719318444,0.0174262155396416,-0.151696310961336,-0.556313655792886,0.159335027940033,-0.365438604765301,0.0405164955320721,-0.0974260020069632
"X33512",-0.0409550983954955,0.0516841601927668,-0.354685858607379,0.0279361180295925,-0.208180769171008,0.100692573357229,-0.0128362867306788,0.0859940265003951,0.0961072978306417,-0.0406099977710614,-0.0395065337155399,0.0330303514531212,-0.115913880656878,-0.121497613825677,0.0094457502773404,0.104859138675231,0.0482663052293792,0.0141859423145221,-0.136537805584131,-0.0455530548553869,0.0860951538056265,-0.10995660553958,-0.0129970212463525,-0.0292364612361405,0.0603326002425327,-0.126162902885039,-0.0734258546928281,0.149091209709025,-0.033397654424835,-0.0394853441336957,0.064921632171226,0.0910531966775924,-0.102775578905543,-0.0864132499846403,0.017827155631444,0.0618816303488578,0.10669162760709,0.00172584052938202,0.0948993414128056,-0.169091395029555,-0.0113011563911824,0.154507708774284,-0.0293275049417406,-0.105395784789333,-0.0089727610401526,0.0536397102866817,-0.057605815990771,-0.0620411330318248,0.0415104181563498,0.0274685490353386,0.00790099718251472,-0.0112169013718291,-0.0789240132686133,-0.0241535734968762,0.0651422787370746,-0.0530908364784352,-0.0231705371140799,0.0145815682022219,0.00127160485079367,0.0751971324601419,-0.0305349902562936,-0.0326480894099829,-0.00179590386626124,0.149129537600479,-0.0292655996922332,-0.131866907672798,-0.0732283478773009,0.0141404853547797,-0.0662942369579418,-0.0250046160695285,0.148959070520982,0.520347818186307,-0.143907012437126,0.3628023828531,-0.0439657160991329,0.0926861535302283
"X18627",0.147127838729114,0.0472700703047955,0.0817805491585216,0.0347989183906221,0.00352915366843953,0.0831630133362813,-0.104390653536021,0.0817448290592931,-0.13879816849303,-0.112157207975374,0.13989626124827,-0.0371111585293516,0.0574084212322971,-0.0353197037993374,-0.0459592850081597,0.17627854746451,-0.00709121367489632,-0.014598072585676,-0.0703821416303027,0.0700579891252704,0.0637268227849095,-0.0134276205176582,-0.0531059991856961,0.0816326925690934,0.100070802251069,0.00056011372851243,0.066858943999729,-0.10533810691747,-0.0305448515575047,-0.0713601502648674,0.36772162826772,0.058895279129818,-0.223807228636502,0.168804381660382,-0.114684245212666,-0.0817324777982995,0.0988467825855432,-0.0556328306939091,-0.0857890860101318,0.102490602586038,0.000517551199233786,-0.125731687414577,0.0642399777954218,0.155269006990736,0.212347053373082,0.111323208202175,0.0149735580299758,0.131590577218471,0.068028382670296,0.153258580979998,-0.126773669422409,-0.0336866649508374,-0.0348414557980003,-0.171587654752832,0.19670153473452,-0.151799311384784,-0.192207560709843,-0.104272634184496,-0.176751864814062,0.0216749922524353,-0.167758175829565,-0.294775592860272,0.0782504774878711,0.0391699823259447,0.0504503094214669,0.0589334930713885,-0.243805784215055,0.0339593271099098,-0.0456177239445416,0.00928389160393253,0.001039369135303,-0.0268264279324227,0.0176323502713918,-0.0303485497669943,0.00891758827840845,-0.00916227979603962
"X18884",0.13578615292986,0.0423596766563811,0.138939605871591,0.052472931481427,-0.0437307772290329,0.0416065277681791,-0.0836712797814954,0.0129392063200036,-0.116911627824356,-0.0803939688721321,-0.113347408731385,0.172068219417866,0.124983562644366,-0.0144802254016759,0.121046936711096,-0.0442296764978501,0.0202471893835538,0.122205775123302,0.0622257269945624,-0.144856123943997,0.0447538913257453,0.0749406220962359,-0.0246043041855419,0.192300111254357,0.0900620656843951,0.162485855796447,0.00598302107044474,-0.0268813949679339,0.0622733682649382,0.0636603093343588,-0.0477783283773279,0.233932734526657,0.358781699104367,-0.0688282544497217,0.0678909207141209,0.00632055703372287,0.161186457701754,0.038382708191772,0.00330438157960258,-0.022968102505056,0.290144835130509,0.200484829800256,0.0161549523472882,-0.119072877149947,0.150838872243399,0.111775452360463,-0.0285504962464681,0.080244922040933,0.190463031659868,0.121260834369552,0.290482946512191,0.0801890492557523,-0.041864764192885,-0.178191963965673,0.130546340208036,-0.00947103690096493,0.217489149161857,0.0151075818736662,-0.0787856574390623,-0.133489547665177,-0.00292913686209187,-0.108024884282469,0.0673750432997735,-0.0839248698190838,-0.0452584990137146,-0.109139121593387,0.0454778180681168,-0.110789089900108,0.0428948321180282,0.0150163074882432,0.0105181776201918,0.0266044829365125,0.0138726857217181,0.0118522107142238,0.00152338779489634,0.00849371114782817
"X18629",0.1525483103559,0.0837090628836095,0.0395697297466245,-0.0394568987228699,-0.0994836558738306,0.0695896295783174,0.0969071715250246,0.0909492738887944,0.0208445586734829,-0.080957668467536,-0.0460906917712169,0.0276065398555503,0.00663057669113711,0.0539819428900292,0.140117280660743,0.101390425623119,-0.0155711934160288,0.0216388910375828,-0.015771442296218,0.064482259854976,0.00942960806951751,-0.0732284845025648,0.122917629046933,0.0857731986073331,-0.127499286489965,0.134775563817062,0.0791214272311449,-0.0257875025408996,0.0338283554810843,0.0382351162717972,-0.239671518279922,-0.242585342448057,-0.0364036627287489,0.135628565217764,0.10830085459773,-0.00479501737464473,0.0166391329558935,0.0465775368530767,-0.0407462247380107,-0.134624275805768,-0.255331608663364,0.0703034114307975,-0.11314316000405,-0.133453993064311,0.221039828578537,0.0149111244759092,-0.104342306302054,-0.0977971311610373,-0.214390580109425,0.172769002731415,-0.083094918660927,0.0710498417641948,-0.0944319332319984,-0.0514720107042078,-0.15223864962441,-0.32767291639622,0.105524644118076,-0.132625074792666,0.200091148178984,0.0440684572978539,-0.0559409942084844,-0.172744121772522,-0.236337800335818,-0.192649394171517,-0.00875647138430799,-0.126539766339821,-0.102499351590914,-0.115191523961262,0.0225559471534247,-0.0665077539399807,0.0179346029939889,-0.0455574160957839,0.0103044956037376,-0.00778671145927945,0.0131852407224375,-0.0116567327891938
"X18631",0.13843212838576,0.0264865023040682,-0.162813934143253,-0.10201203104718,0.0104359995164251,-0.0448044143555462,0.065735565137084,-0.197766968480519,0.0278243353111562,0.166472933830404,-0.111169212423855,0.00855362608931581,0.0574975862004326,0.129426448877324,-0.0952307402131273,-0.0438749260650371,-0.129638350222308,0.0814796992784813,0.0196886632371351,-0.0597866728570577,0.0273133789015306,0.132011729303612,-0.0714160339632093,0.045582833227895,-0.0564814327418219,0.177430903850635,-0.118206409561657,0.0430210617969009,-0.153694373519401,-0.0316684843617374,0.189692720343761,0.0433756539797097,-0.00852186304683937,0.150586151494711,0.13691183871539,0.0688091056046935,0.121483408042128,-0.0363660000871856,-0.0787171227457702,-0.0601323383623758,-0.0447828513538557,0.0758490914680224,-0.0973150605183678,0.00716195220306569,-0.021966631636829,-0.0476069437441519,0.0447260089998321,-0.0625911572155386,0.0231465011464178,0.0168542841711824,-0.0584156461381193,0.0446487027170464,0.0831239910408178,-0.0724194215566311,-0.0769307173248289,0.0753942138094741,-0.0774784178833277,-0.0328148837243559,0.0220977371375549,-0.0341533761222621,0.0860723975795575,-0.0703440593128299,-0.0416427769349962,0.03647194694955,-0.0524701500817913,-0.00400641439408084,-0.0389580083019237,0.00662651546727525,-0.0036115042796472,-0.0748663638601463,-0.0228083387886061,-0.0505452138599999,-0.01334669193409,-0.059440505805322,-0.699129130615006,0.047265312379772
"X18632",0.13817218396496,0.0278692218371177,-0.163045720167999,-0.100331374646157,0.0102625062129213,-0.0414876592546037,0.0632743201987014,-0.199880919032245,0.0267194694948475,0.166828608729339,-0.108728990146882,0.00669470226765995,0.0568386392864575,0.133007750424261,-0.0860988464184029,-0.0419267361289693,-0.133045027288582,0.0859032812614702,0.0193061040320642,-0.0631208671132157,0.0317500233567116,0.128218813908322,-0.0819522797047913,0.0352810910359975,-0.0534887857401679,0.187195441534276,-0.114927424473659,0.0377783434298297,-0.157215204502764,-0.0417831900047413,0.190053890175154,0.0483550169492063,-0.01207740551239,0.15097820161581,0.129439529482878,0.0701634201289502,0.122975799335415,-0.0462481755179202,-0.0787546499335379,-0.0576311517867203,-0.0436910392394638,0.0776784277345531,-0.0951544054950515,0.00999180995724143,-0.0192653131988149,-0.0629727035408919,0.0265670107339942,-0.0659909364818599,0.0263886891850807,-0.00837305208413295,-0.0550847260257902,0.059833331523636,0.0940397736882894,-0.04924585836628,-0.074340168573916,0.0746378035043716,-0.0769279744273848,-0.023198495382245,0.0467435680997836,-0.041241510114801,0.0872900761230605,-0.0570818694853259,-0.0290655846339688,0.0637074124701742,-0.0410294855363249,-0.0201726183045119,-0.0529330176440118,0.00608623579077386,0.0234542405033291,0.03284626177901,0.0291351596527223,0.00348533098689094,0.0260397862989495,0.0518620998504813,0.698143046222301,-0.054121584994141
"X18633",0.149535881679289,0.0115974383880504,0.0293557300023235,0.0812931942336142,-0.12620573059455,-0.153692988889933,-0.0906352259944132,-0.0487494212590374,0.0653989365514651,0.037638390985127,-0.0910669405724041,0.0871801553935881,-0.067546324035537,-0.0290704838895441,0.00509169534609732,0.0123915708810668,-0.0669434961335167,0.00142597317143989,-0.0259254485857714,0.0652418676741273,0.134124062412679,0.027530833825958,-0.176964123866738,-0.155971483597801,0.0960237587296461,0.228841760133056,-0.00668546366515455,0.0571506026847724,0.026859883541967,0.194625204175419,0.0531703117209508,-0.0554530390229478,0.0980822147720837,-0.142007504477717,0.006876276905455,0.0499763709100517,0.138325713722099,-0.0555196733902461,-0.107216562678558,-0.22496070294627,0.129587893799263,-0.217813514430702,0.0667229292478533,0.232092188364491,-0.0551518158747642,-0.0565771393752323,0.0426638167907164,0.039469430008681,-0.162995787859894,-0.0613162342779206,-0.0614665755685324,-0.364128353807862,-0.0188078152868787,0.0811898940043295,0.0986184182097311,-0.144719759450705,0.139564657424535,0.167138877226568,0.041041621018977,0.0694802579261045,-0.0772153819504024,-0.0150181807686421,-0.181505702807295,0.0144762419645284,0.362362543183685,-0.0124846996169392,0.055140246835959,-0.103075109689463,-0.0853862160636526,0.0227956773725226,0.01073245895326,0.00560005044625557,0.00204920732724444,0.00221143298923362,-0.004127667997697,0.00087992151439649
"X18635",0.160291451449395,-0.0130683004645255,-0.0271152070104109,0.101274846481864,-0.0574182780076987,0.0777083729061258,-0.0751079982283408,-0.0533065673035823,-0.0335066649474239,-0.0114320058607244,0.0865170674454773,0.0107277326866868,0.0125598131751687,-0.00164374935489733,-0.00719666843218358,-0.104753790515659,-0.152817907435931,0.119652365813972,-0.033088777513543,-0.057670327269912,0.0947811164469629,-0.0878032229566771,-0.0493121264315977,-0.0783848104069373,-0.0531155635628913,-0.0480536518065121,0.0620547176781358,0.123764447297135,0.127004995784893,-0.0285053319945099,-0.040415954104924,-0.108041163859036,-0.083629101009955,-0.0872394538916151,-0.152752108152516,-0.101830071438389,-0.160681064345851,-0.0176519971321047,-0.0881951978009157,-0.210613432792331,0.369136336618763,-0.100231411758849,0.168163708382794,-0.0680997856482441,0.0813333260204329,-0.0126971326042466,0.0615872997295207,0.0864220244970769,-0.0332071547113111,-0.016439664968734,-0.00979083966447224,-0.014820886971105,0.278052841077274,-0.218340422812411,-0.360513947848726,0.0147797469638731,0.0622446266327249,-0.160970639242243,-0.0330402588460353,0.222274012242138,0.178854745457801,0.0842755988046166,0.0379769841481393,0.0266543850170011,-0.161523559769601,-0.0740332022310292,-0.226774633174404,0.0720432801827898,0.0226582568394703,-0.10182056957068,-0.0334257318613406,-0.0274450170430515,-0.00305157081191235,0.0101308197056596,0.00900522353478516,0.00448524032582391
"X19184",0.145302198017577,0.111859381469299,0.00631551691169001,0.0442541190631633,0.10484449237896,-0.15128434003877,0.0337336099620616,-0.0683035996818217,0.106431991764584,-0.0309314462336153,0.104237460459885,-0.0583008747618838,0.0517565523922549,0.058051993852192,0.0962660194783971,-0.0854303247960643,0.202426540696837,-0.07304979463699,0.127223591138715,-0.0486194624662427,0.128636309417,-0.000302729696565397,-0.0586320886654456,0.130566424358335,0.106303303926847,-0.186738880176553,0.0551780712229969,0.0504435647696514,0.242097621714765,-0.134240065388112,0.0632984074992461,0.0574819382272714,0.0229234975247377,0.0694295124586666,0.0542156102805325,-0.0130172594543653,0.0989503122648077,-0.117489743132585,-0.0224095126703464,-0.0114655224777485,0.0311868082817768,0.0462182019371997,-0.108115838946793,-0.0154600930437499,-0.0840119007202107,0.0814175290728293,-0.0115330528254486,-0.110452819648073,-0.0722022449678212,0.0696800297203456,0.000792894421209375,-0.00327150661075709,0.0523425920626465,0.173252630028952,-0.0146353395542986,-0.053036729718127,-0.00998005026877623,-0.0417818085465937,0.0471719736396292,0.0701756566894255,0.0314176305922914,0.0634386602699319,0.00869322634126693,0.0395367606008227,0.05900539630843,-0.0100382342513934,-0.0717890378702891,-0.0187863862571507,-0.0381373021757236,-0.0412781128742039,0.00961096556075015,-0.0245820686994747,0.126650034648648,-0.128174082463838,0.0561162456248473,0.673885544022583
"X74980",0.152236338126455,-0.0427725254379544,-0.0843425083631259,-0.0059130262898989,0.0921808015221299,-0.00826639176273611,-0.0428479160046074,0.0824816917612267,0.0618431444785117,-0.0728040679230872,-0.10732634060385,0.0217773449932285,-0.227466118516317,0.0443087113793284,-0.047640962584879,0.0438973059229055,-0.000568365797774105,0.031262223658718,-0.00794655913107586,-0.0157168046322802,0.0694101562199139,0.106553994442871,-0.0205510532717905,0.0158432260402769,0.19645790650909,0.0492488604224711,-0.0578315289790103,-0.0280026993487779,0.137527951786583,-0.109716949064864,0.0753084209450858,-0.167075166948904,-0.0361684660974334,-0.173667240188893,0.0880268624579754,-0.102927327897483,-0.249545748395508,0.0870878302674105,0.047510821255259,-0.0391203070456817,-0.033783549753674,-0.0570055067392342,-0.029755649547784,-0.0564096920390614,0.308618839197889,-0.154272673621276,-0.0675709221512306,-0.34544668089209,-0.0623254339694916,0.222517389959518,0.0116342542239484,-0.0868045474726434,0.0993342104051152,0.0158295578803016,0.0441594502118067,0.29724685959071,-0.133661077266556,0.237529098426319,-0.107256926021669,-0.0835265666972523,-0.00146161316006527,-0.0446509190413294,0.219388272449688,-0.208383011384846,0.0358958293007669,-0.0330004024665366,0.0406738735911432,-0.0888510179628375,0.0362551832169769,-0.0661149373684181,0.0495789788325408,-0.0279193182125843,0.00158352557778033,0.0151566669387732,0.00574770746625144,-0.00436298186336304
"X18852",0.146701742716427,0.109556707158766,0.00751874563204284,0.045556533748555,0.110618477312721,-0.144660103395785,0.0343675561591244,-0.070424151434462,0.103995138629971,-0.0248650075602586,0.0989363616128528,-0.0614994836109307,0.0453538825177679,0.0508269250448835,0.0996073210255103,-0.0800772410163065,0.199533530754543,-0.0740836802701096,0.121735916457308,-0.0485009614801316,0.1294288017252,-0.00246242382650887,-0.0552171331787789,0.128860106992743,0.105146003232931,-0.178979986016264,0.0542836343883787,0.0463919359900302,0.241063940204012,-0.139417956776239,0.0696986354231944,0.0594002194546035,0.0220593758091919,0.0792735566202954,0.0345965881246103,-0.0103212801782109,0.0966743073535571,-0.111780656253009,-0.0285161263297164,-0.0235912728134807,0.0393947705805024,0.0354988622917037,-0.10582089313795,-0.0179240791067885,-0.0948967574821956,0.0892941768947415,-0.00524410952128408,-0.115372601098029,-0.0512497805624946,0.0697520678531658,0.00410686482495932,0.01310108439501,0.0665096318331049,0.156475460421418,-0.00825832319646618,-0.0652091261809704,0.00580831512650865,-0.0256202544779777,0.0330976816845273,0.0800269362782321,0.0250115759675261,0.0744566920405499,-0.00310456463524901,0.032305460095491,0.0467679314894591,0.00861644919664494,-0.0548017398537593,-0.0436395799165533,-0.0120287016413368,-0.00143854402210017,-0.0141529710919651,-0.00806347101930562,-0.114255515126749,0.113899907454647,-0.0579928905054958,-0.690525554032222
